Entry Time,Exit Time,Symbol,Entry Price,Exit Price,Quantity,PnL ($),PnL (%),Win/Loss,Entry Reason,Exit Reason,Hold Time (min),Trailing Stop Used,Highest Price,Capital After,Notes
2026-02-17T04:31:58.305242,2026-02-17T08:32:10.378987,PYTHUSDT,0.05719,0.05671,14982.664870461296,-7.191679137821337,-0.8393075712537059,Loss,SMA/EMA反発 + MACD上抜け + 出来高増,Max Hold Time,240,No,0.05741,5696.09204653212,PYTHUSDT_2026-02-17T04:31:58.305242
2026-02-17T06:12:50.235357,2026-02-17T10:13:20.131060,OMUSDT,0.0616,0.0609,13844.82980660471,-9.691380864623287,-1.136363636363635,Loss,SMA/EMA反発 + MACD上抜け + 出来高増,Max Hold Time,240,No,0.062,5684.828374774528,OMUSDT_2026-02-17T06:12:50.235357
2026-02-17T08:24:00.811251,2026-02-17T12:24:33.394889,ENSUSDT,6.75,6.69,126.70392475106563,-7.602235485063888,-0.8888888888888832,Loss,SMA/EMA反発 + MACD上抜け + 出来高増,Max Hold Time,241,No,6.76,5679.753375142978,ENSUSDT_2026-02-17T08:24:00.811251
2026-02-17T08:33:01.549898,2026-02-17T12:33:14.425415,PYTHUSDT,0.05668,0.05662,15074.343806983377,-0.9044606284190704,-0.10585744530699451,Loss,SMA/EMA反発 + MACD上抜け + 出来高増,Max Hold Time,240,No,0.05684,5681.29971522293,PYTHUSDT_2026-02-17T08:33:01.549898
2026-02-17T10:15:52.123240,2026-02-17T14:16:00.064527,LQTYUSDT,0.27,0.272,3158.237985985849,6.316475971971704,0.7407407407407414,Win,SMA/EMA反発 + MACD上抜け + 出来高増,Max Hold Time,240,No,0.273,5688.145490127642,LQTYUSDT_2026-02-17T10:15:52.123240
2026-02-17T12:27:22.773271,2026-02-17T16:27:23.760633,ENSUSDT,6.68,6.7,127.53937219632436,2.5507874439265463,0.29940119760479733,Win,SMA/EMA反発 + MACD上抜け + 出来高増,Max Hold Time,240,No,6.74,5681.206633423685,ENSUSDT_2026-02-17T12:27:22.773271
2026-02-17T12:34:07.973347,2026-02-17T16:34:12.862991,OMUSDT,0.0606,0.0607,14062.6230574825,1.4062623057481927,0.1650165016501583,Win,SMA/EMA反発 + MACD上抜け + 出来高増,Max Hold Time,240,No,0.0607,6534.807853012873,OMUSDT_2026-02-17T12:34:07.973347
2026-02-17T14:16:41.592666,2026-02-17T14:20:59.693170,OGNUSDT,0.0253,0.025774,33724.18274779234,15.985262622453527,1.8735177865612598,Win,SMA/EMA反発 + MACD上抜け + 出来高増,Trailing Stop,4,Yes,0.0263,5704.130752750096,OGNUSDT_2026-02-17T14:16:41.592666
2026-02-17T14:21:56.867209,2026-02-17T14:22:44.114086,OGNUSDT,0.0263,0.025511,32533.065129753395,-25.66858838737548,-3.0000000000000058,Loss,SMA/EMA反発 + MACD上抜け + 出来高増,Stop Loss,1,No,0.0263,5678.46216436272,OGNUSDT_2026-02-17T14:21:56.867209
2026-02-17T14:23:01.818435,2026-02-17T18:23:29.748811,MANTAUSDT,0.081,0.0804,10515.670674745776,-6.3094024048475,-0.7407407407407448,Loss,SMA/EMA反発 + MACD上抜け + 出来高増,Max Hold Time,240,No,0.0815,5566.858596051362,MANTAUSDT_2026-02-17T14:23:01.818435
2026-02-17T16:36:43.061890,2026-02-17T20:37:03.703900,PYTHUSDT,0.05705,0.05601,17181.791024573726,-17.869062665556662,-1.8229623137598585,Loss,SMA/EMA反発 + MACD上抜け + 出来高増,Max Hold Time,240,No,0.05707,5694.181921930031,PYTHUSDT_2026-02-17T16:36:43.061890
2026-02-17T16:37:53.037783,2026-02-17T20:37:57.143987,PEPEUSDT,4.489e-06,4.376e-06,185606594.17668554,-20.973545141965392,-2.5172644241479083,Loss,SMA/EMA反発 + MACD上抜け + 出来高増,Max Hold Time,240,No,4.498e-06,6506.396378047208,PEPEUSDT_2026-02-17T16:37:53.037783
2026-02-17T18:23:51.368253,2026-02-17T22:24:10.495355,DYMUSDT,0.0466,0.0459,17919.072734070905,-12.54335091384962,-1.5021459227467793,Loss,SMA/EMA反発 + MACD上抜け + 出来高増,Max Hold Time,240,No,0.0469,5523.356821632962,DYMUSDT_2026-02-17T18:23:51.368253
2026-02-17T21:01:34.899515,,ENSUSDT,6.69,,145.883326862045,,,Open,SMA/EMA反発 + MACD上抜け + 出来高増,,,No,6.69,5530.436921340127,ポジションID: ENSUSDT_2026-02-17T21:01:34.899515
2026-02-17T21:04:04.399875,,PYTHUSDT,0.05621,,14758.326600267193,,,Open,SMA/EMA反発 + MACD上抜け + 出来高増,,,No,0.05621,4700.871383139108,ポジションID: PYTHUSDT_2026-02-17T21:04:04.399875
2026-02-17T22:24:28.966324,,OMUSDT,0.0604,,13716.945749088482,,,Open,SMA/EMA反発 + MACD上抜け + 出来高増,,,No,0.0604,4694.853298388018,ポジションID: OMUSDT_2026-02-17T22:24:28.966324
2026-02-18T00:02:22.036862,2026-02-18T00:56:14.447453,ZECUSDT,296.68,297.6064,3.0385982742225677,2.8149574412397897,0.31225562896049647,Win,SMA/EMA反発 + MACD上抜け + 出来高増,Trailing Stop,54,Yes,303.68,5248.525584008379,ZECUSDT_2026-02-18T00:02:22.036862
2026-02-18T00:02:43.042101,2026-02-18T00:03:33.870377,JTOUSDT,0.3263,0.32732,2348.353158433646,2.395320221602368,0.31259577076310785,Win,SMA/EMA反発 + MACD上抜け + 出来高増,Trailing Stop,1,Yes,0.334,5110.846224200927,JTOUSDT_2026-02-18T00:02:43.042101
2026-02-18T00:04:05.368703,2026-02-18T04:04:26.454073,TAOUSDT,191.5,190.4,4.003273804857123,-4.403601185342813,-0.5744125326370727,Loss,SMA/EMA反発 + MACD上抜け + 出来高増,Max Hold Time,240,No,193.0,5223.4700788519185,TAOUSDT_2026-02-18T00:04:05.368703
2026-02-18T00:57:07.317716,2026-02-18T04:05:36.740071,MAGICUSDT,0.077,0.07468999999999999,10224.400488328012,-23.618365128037773,-3.0000000000000084,Loss,SMA/EMA反発 + MACD上抜け + 出来高増,Stop Loss,188,No,0.077,5987.130551325137,MAGICUSDT_2026-02-18T00:57:07.317716
2026-02-18T01:58:48.906287,,MANTAUSDT,0.0781,,19007.792642447836,,,Open,SMA/EMA反発 + MACD上抜け + 出来高増,,,No,0.0781,5938.034421500704,ポジションID: MANTAUSDT_2026-02-18T01:58:48.906287
2026-02-18T04:14:15.264969,,TAOUSDT,190.4,,4.716752009972534,,,Open,SMA/EMA反発 + MACD上抜け + 出来高増,,,No,190.4,5089.060968626367,ポジションID: TAOUSDT_2026-02-18T04:14:15.264969
2026-02-18T04:18:06.549646,,ZROUSDT,1.56,,489.33278544484295,,,Open,SMA/EMA反発 + MACD上抜け + 出来高増,,,No,1.56,4325.701823332412,ポジションID: ZROUSDT_2026-02-18T04:18:06.549646
2026-02-16T08:24:44.428225,2026-02-18T07:52:07.073444,LRCUSDT,0.0331,0.0331,31822.54968278949,0.0,0.0,Close,SMA/EMA反発 + MACD上抜け + 出来高増,手動クローズ（再スタート）,,False,0.0331,10000.0,手動クローズ（再スタートのため）_LRCUSDT
2026-02-16T16:42:23.038463,2026-02-18T07:52:07.073444,MANTAUSDT,0.0823,0.0823,18067.41429814164,0.0,0.0,Close,SMA/EMA反発 + MACD上抜け + 出来高増,手動クローズ（再スタート）,,False,0.0825,10000.0,手動クローズ（再スタートのため）_MANTAUSDT
2026-02-17T02:33:21.482944,2026-02-18T07:52:07.073444,LQTYUSDT,0.273,0.273,5503.6101098678355,0.0,0.0,Close,SMA/EMA反発 + MACD上抜け + 出来高増,手動クローズ（再スタート）,,False,0.278,10000.0,手動クローズ（再スタートのため）_LQTYUSDT
2026-02-18T04:14:15.264969,2026-02-18T07:52:07.073444,TAOUSDT,190.4,190.4,4.716752009972534,0.0,0.0,Close,SMA/EMA反発 + MACD上抜け + 出来高増,手動クローズ（再スタート）,,True,195.7,10000.0,手動クローズ（再スタートのため）_TAOUSDT
2026-02-18T04:18:06.549646,2026-02-18T07:52:07.073444,ZROUSDT,1.56,1.56,489.33278544484295,0.0,0.0,Close,SMA/EMA反発 + MACD上抜け + 出来高増,手動クローズ（再スタート）,,False,1.571,10000.0,手動クローズ（再スタートのため）_ZROUSDT
2026-02-18T08:00:00,2026-02-18T08:00:00,===RESTART===,0,0,0,0,0,RESTART,,第2セッション開始,0,No,0,10000.0,第2セッション開始 ($10,000)
2026-02-18T08:03:19.349397,2026-02-19T02:51:46.936715,LQTYUSDT,0.281,0.28324,7117.437722419928,15.943060498220383,0.7971530249110191,Win,SMA/EMA反発 + MACD上抜け + 出来高増,Trailing Stop,1128,Yes,0.292,7238.34306049822,LQTYUSDT_2026-02-18T08:03:19.349397
2026-02-18T08:18:57.255698,2026-02-18T18:20:08.839848,TNSRUSDT,0.05431,0.051594499999999995,29460.504511139756,-80.00000000000009,-5.000000000000005,Loss,SMA/EMA反発 + MACD上抜け + 出来高増,Stop Loss,601,No,0.05435,6640.0,TNSRUSDT_2026-02-18T08:18:57.255698
2026-02-18T08:21:30.822611,2026-02-18T22:24:44.924439,ZROUSDT,1.564,1.4858,818.4143222506393,-64.00000000000003,-5.000000000000003,Loss,SMA/EMA反発 + MACD上抜け + 出来高増,Stop Loss,843,No,1.57,6528.0,ZROUSDT_2026-02-18T08:21:30.822611
2026-02-18T19:12:35.041238,2026-02-19T13:39:45.370942,MANTAUSDT,0.0754,0.07162999999999999,17612.73209549072,-66.40000000000018,-5.000000000000012,Loss,SMA/EMA反発 + MACD上抜け + 出来高増,Stop Loss,1107,No,0.0755,9667.87962989324,MANTAUSDT_2026-02-18T19:12:35.041238
2026-02-18T22:52:40.406944,2026-02-19T13:15:26.177457,STGUSDT,0.1293,0.12283499999999999,10097.447795823668,-65.28000000000013,-5.00000000000001,Loss,SMA/EMA反発 + MACD上抜け + 出来高増,Stop Loss,863,No,0.1302,7030.994448398576,STGUSDT_2026-02-18T22:52:40.406944
2026-02-19T00:08:03.847091,2026-02-19T13:42:27.923597,MEUSDT,0.1293,0.12283499999999999,15245.166279969064,-98.56000000000019,-5.00000000000001,Loss,SMA/EMA反発 + MACD上抜け + 出来高増,Stop Loss,814,No,0.1296,2460.6545604246203,MEUSDT_2026-02-19T00:08:03.847091
2026-02-19T00:09:06.956422,2026-02-19T08:16:26.253675,TAOUSDT,183.3,184.828,10.753955264593563,16.432043644298872,0.8336061102018502,Win,SMA/EMA反発 + MACD上抜け + 出来高増,Trailing Stop,487,Yes,188.6,3267.6320436442984,TAOUSDT_2026-02-19T00:09:06.956422
2026-02-19T03:19:46.077477,2026-02-19T13:19:55.028277,TNSRUSDT,0.05205,0.0494475,27813.03769643889,-72.38343060498222,-5.000000000000002,Loss,SMA/EMA反発 + MACD上抜け + 出来高増,Stop Loss,600,No,0.05283,8406.279629893239,TNSRUSDT_2026-02-19T03:19:46.077477
2026-02-19T08:16:52.865357,2026-02-19T08:56:52.759419,BANUSDT,0.11969,0.12130439999999999,16496.66980306508,26.63222373006807,1.3488177792630862,Win,SMA/EMA反発 + MACD上抜け + 出来高増,Trailing Stop,40,Yes,0.12378,3294.2642673743667,BANUSDT_2026-02-19T08:16:52.865357
2026-02-19T08:57:50.076174,,BANUSDT,0.12152,,16292.074172768873,,,Open,SMA/EMA反発 + MACD上抜け + 出来高増,,,No,0.12152,1314.4514138994932,ポジションID: BANUSDT_2026-02-19T08:57:50.076174
2026-02-19T13:25:50.949107,2026-02-19T13:52:36.779849,PROMUSDT,1.421,1.34995,1384.065343754309,-98.33784267374374,-5.0000000000000036,Loss,SMA/EMA反発 + MACD上抜け + 出来高増,Stop Loss,27,No,1.424,4329.073571225749,PROMUSDT_2026-02-19T13:25:50.949107
2026-02-19T14:04:00.680083,2026-02-19T14:35:02.002887,RPLUSDT,2.284,2.28634,843.860457504433,1.9746334705605681,0.10245183887916949,Win,SMA/EMA反発 + MACD上抜け + 出来高増,Trailing Stop,31,Yes,2.333,2403.670919756185,RPLUSDT_2026-02-19T14:04:00.680083
2026-02-19T14:09:50.621108,2026-02-19T18:16:53.249268,OGUSDT,3.341,3.34572,576.8863468842037,2.7229035572933467,0.1412750673451013,Win,SMA/EMA反発 + MACD上抜け + 出来高増,Trailing Stop,247,Yes,3.414,2342.186551304394,OGUSDT_2026-02-19T14:09:50.621108
2026-02-19T14:36:42.217655,2026-02-19T15:41:25.037140,RPLUSDT,2.287,2.30692,842.9261966043887,16.79108983635937,0.8710100568430232,Win,SMA/EMA反発 + MACD上抜け + 出来高増,Trailing Stop,65,Yes,2.354,2420.4620095925443,RPLUSDT_2026-02-19T14:36:42.217655
2026-02-19T14:37:23.616985,2026-02-21T04:42:11.167487,LQTYUSDT,0.282,0.28518,6856.652219782441,21.80415405890827,1.1276595744680908,Win,SMA/EMA反発 + MACD上抜け + 出来高増,Trailing Stop,2285,Yes,0.294,2424.29005795106,LQTYUSDT_2026-02-19T14:37:23.616985
2026-02-19T15:42:31.811406,2026-02-19T16:32:26.005820,RPLUSDT,2.374,2.2553,813.4500545920423,-96.55652148007545,-5.000000000000001,Loss,SMA/EMA反発 + MACD上抜け + 出来高増,Stop Loss,50,No,2.402,2323.905488112469,RPLUSDT_2026-02-19T15:42:31.811406
2026-02-19T16:26:47.703620,2026-02-21T16:03:26.439694,MANTAUSDT,0.0707,0.07178,21879.21839862685,23.629555870516946,1.5275813295615244,Win,SMA/EMA反発 + MACD上抜け + 出来高増,Trailing Stop,2857,Yes,0.074,3994.780354604495,MANTAUSDT_2026-02-19T16:26:47.703620
2026-02-19T16:33:26.811268,,JTOUSDT,0.2845,,6719.926626732842,,,Open,SMA/EMA反発 + MACD上抜け + 出来高増,,,No,0.2845,412.08636280697556,ポジションID: JTOUSDT_2026-02-19T16:33:26.811268
2026-02-19T17:00:45.106378,2026-02-19T18:32:49.148915,STGUSDT,0.1224,0.124354,10110.200920149793,19.75533259797281,1.5964052287581791,Win,SMA/EMA反発 + MACD上抜け + 出来高増,Trailing Stop,92,Yes,0.1282,6207.198295729646,STGUSDT_2026-02-19T17:00:45.106378
2026-02-19T18:17:52.505232,,ZROUSDT,1.441,,1327.1087481033674,,,Open,SMA/EMA反発 + MACD上抜け + 出来高増,,,No,1.441,429.8228452874416,ポジションID: ZROUSDT_2026-02-19T18:17:52.505232
2026-02-19T19:58:55.230920,2026-02-20T17:02:47.362320,TNSRUSDT,0.04907,0.050905599999999995,25299.361303157308,46.439507608075374,3.7407784797228305,Win,SMA/EMA反発 + MACD上抜け + 出来高増,Trailing Stop,1264,Yes,0.05248,2421.646799822409,TNSRUSDT_2026-02-19T19:58:55.230920
2026-02-20T00:02:19.192169,2026-02-20T05:34:32.216521,BANUSDT,0.12032,0.12544,16103.116626481406,82.44795712758479,4.25531914893617,Win,SMA/EMA反発 + MACD上抜け + 出来高増,Trailing Stop,332,Yes,0.128,3033.1785215131295,BANUSDT_2026-02-20T00:02:19.192169
2026-02-20T00:03:59.278461,2026-02-20T02:54:08.871506,OPUSDT,0.1383,0.131385,14009.595028909924,-96.87634962491218,-5.000000000000003,Loss,SMA/EMA反発 + MACD上抜け + 出来高増,Stop Loss,170,No,0.1402,2931.355294460562,OPUSDT_2026-02-20T00:03:59.278461
2026-02-20T02:54:38.860263,2026-02-21T02:54:52.829947,OGUSDT,3.348,3.371,572.9246483193727,13.177266911345649,0.6869772998805297,Win,SMA/EMA反発 + MACD上抜け + 出来高増,Max Hold Time,1440,No,3.4,3134.521931651484,OGUSDT_2026-02-20T02:54:38.860263
2026-02-20T05:35:00.440402,2026-02-20T08:35:24.982558,MORPHOUSDT,1.4369,1.469608,1346.3994112316632,44.03803194256518,2.2762892337671348,Win,SMA/EMA反発 + MACD上抜け + 出来高増,Trailing Stop,180,Yes,1.4996,3077.2165534556943,MORPHOUSDT_2026-02-20T05:35:00.440402
2026-02-20T08:38:54.156406,2026-02-20T21:27:41.138152,FIDAUSDT,0.0181,0.018718,107372.86852968454,66.35643275134473,3.4143646408839614,Win,SMA/EMA反発 + MACD上抜け + 出来高増,Trailing Stop,769,Yes,0.0191,3143.5729862070393,FIDAUSDT_2026-02-20T08:38:54.156406
2026-02-20T12:19:14.490973,,ZROUSDT,1.478,,843.3406863780767,,,Open,SMA/EMA反発 + MACD上抜け + 出来高増,,,No,1.478,4985.8301378671895,ポジションID: ZROUSDT_2026-02-20T12:19:14.490973
2026-02-20T21:51:10.231214,2026-02-21T00:19:08.924082,ZROUSDT,1.642,1.65914,1191.668822739074,20.42520362174791,1.0438489646772324,Win,ロング: ゴールデンクロス + 価格>EMA200,Trailing Stop,148,Yes,1.693,3163.998189828787,ZROUSDT_2026-02-20T21:51:10.231214
2026-02-21T00:02:19.723401,2026-02-22T00:03:12.193121,OPUSDT,0.1287,0.1276,15172.78027901247,-16.690058306913983,-0.8547008547008683,Loss,ロング: SMA/EMA反発 + ゴールデンクロス,Max Hold Time,1441,No,0.1287,3969.003554311696,OPUSDT_2026-02-21T00:02:19.723401
2026-02-21T00:19:54.169370,2026-02-21T19:38:53.921713,GPSUSDT,0.01319,0.0133378,148658.47215025843,21.971722183808197,1.1205458680818803,Win,ロング: SMA/EMA反発 + ゴールデンクロス,Trailing Stop,1159,Yes,0.01361,3175.2808211911897,GPSUSDT_2026-02-21T00:19:54.169370
2026-02-21T02:59:34.032878,2026-02-21T10:49:37.205164,OPUSDT,0.1311,0.132888,14976.66438630189,26.77827592270796,1.3638443935926863,Win,ロング: ゴールデンクロス + 価格>EMA200,Trailing Stop,470,Yes,0.1356,3161.300207574192,OPUSDT_2026-02-21T02:59:34.032878
2026-02-21T03:29:12.090540,2026-02-21T10:00:18.870887,ARBUSDT,0.0969,0.10299799999999999,20200.37262483955,123.18187226627143,6.29308565531475,Win,ロング: ゴールデンクロス + 価格>EMA200,Trailing Stop,391,Yes,0.1051,2568.225099278917,ARBUSDT_2026-02-21T03:29:12.090540
